Date,AGG,BNDX,COPX,DBA,DBC,EEM,EFA,EWA,EWC,EWG,EWJ,EWQ,EWU,EWZ,FXE,FXY,GLD,HYG,IEF,INDA,IWM,LQD,MCHI,MDY,QQQ,SHY,SLV,SPY,TIP,TLT,UNG,USO,UUP,VNQ,VXX,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2022-01-08,-0.002849146520872771,-0.00018241777510552342,0.055915299459211976,0.005027801367932262,0.025105949185732387,0.024647655123384737,0.0029156688596354125,-0.0008127749709398314,0.021178369765103004,0.006922570302469874,0.008364762788222317,-0.003307250500327159,0.017503489348866065,0.06529452452772105,0.004534809441868189,0.011385325769839373,0.011380587411198143,0.002558568290655886,-0.0014203577957953698,0.018707777651723396,-0.008179084859615325,-0.0043262578479945565,0.026897456447932528,-0.003565554850470815,0.00039488642345725575,-0.0014078257921834438,0.02773969837689228,-0.0029436166905256697,-0.002538443228224274,-0.0011254595713919733,0.08464038714785449,0.056599519664949735,-0.006254814494284525,-0.014149759003880751,-0.019855706103462423,-0.0056148160775548964,0.050388129067836476,-0.008293021437382477,-0.006027957063622758,-0.0010248155067842444,-0.005050315090753102,-0.01444833058996647,-0.002086517019466521,-0.014949843080390279
2022-01-15,0.0005349391766656915,-0.0001826080188984587,-0.01394384983478465,0.010476448259241829,0.010504673589434748,-0.022400210444500312,-0.03425077852175145,-0.04830250453885058,-0.039885495577751215,-0.03759043259053444,-0.03665982480116724,-0.031058465346870488,-0.025777560567022285,0.02744530427027182,-0.006430159618203118,0.005099551675793864,0.00833434916898905,-0.007578995612466715,0.0027497402901875425,-0.044281452967552974,-0.08427043262812033,-0.0020151593086894424,-0.0025157700418767157,-0.07032464215793192,-0.0774477511244474,-0.0004696492869459885,0.05416644771884416,-0.059261891298086906,0.0005557394642062806,0.010709316747179141,-0.0785147997598452,0.013416309869038263,0.004304462625044218,-0.03950217268054979,0.22908789971931778,-0.055094004148871924,-0.032454082485947056,-0.06658153203647407,-0.04492418825024909,-0.07144774350668401,-0.013988113845252515,-0.008102048345328863,-0.034912786406931094,-0.08547682327622616
2022-01-22,-0.0037493652966853748,-0.0029264298675645444,-0.05807479827798885,0.0014877158612485435,0.014882016144943836,-0.0355214310404515,-0.021315537608685643,-0.03782241966927738,-0.007474551522544267,-0.01981501953992437,-0.032301335407374315,-0.015631664603578163,0.0011861359550475686,0.0402871059228799,-0.017416646650452318,-0.014639726270573366,-0.023597240304505045,-0.008934565599051867,-0.0028384233334112214,-0.02535124095331725,-0.00887221013365164,-0.009352959093666851,-0.06018187595627578,-0.005349838525281124,0.0003129693009949851,-0.0021165068659118455,-0.07755103418404649,0.009023559186245575,0.00174526794172843,-0.003487220511186161,0.21671069003945795,0.01938964926762117,0.017034760817114938,-0.0026642203100688796,-0.010834341807482257,-0.009804958206432055,0.0496665233798046,0.013520860352050381,-0.014933158881097194,0.023501957506026787,-0.0036929457351774757,-0.012865514203007461,0.007770656867957922,-0.012942235366152693
2022-01-29,-0.011152021770250514,-0.014760326923804619,0.03482992642370276,0.020113498482464146,0.021696585363704977,0.028558375125252628,0.017772379227224393,0.023643973502662972,0.02826767775457111,0.01575829258799976,0.023156118730118195,0.020352147179515962,0.012078577335271387,0.016871331186284318,0.026952648329402574,0.0006142321230293075,0.010477500728422616,-0.010804742856844464,-0.012245173144203517,0.013086548526282486,0.015903640701151262,-0.017776455249836728,0.042392410007168146,0.017346360605992695,0.017498024523768134,-0.0029473852595664775,0.0038555147063560956,0.015157797992427868,-0.01831282272749386,-0.02920721216216367,-0.02678455334703621,0.04635133479132992,-0.01938038276326067,0.0006665312613649173,-0.08879553202667975,-0.0012023520973435788,0.048623499280442385,0.035019976161802344,0.004103944091145171,0.010075372164612073,0.0027710425309216556,0.007622353980550439,0.013852153448738046,0.034762157437548964
2022-02-05,-0.0028187150584092647,-0.004727099334124215,0.06352555034884752,0.024467544124505868,0.01305491883779564,0.0012323529990808998,-0.0051398251810094095,0.023520340403340893,0.011653608969687309,-0.012903403981920763,-0.004056914950572797,-0.022758189476553666,0.00903658606987434,0.026169675402301956,-0.010580201370193342,-0.0013519403919869688,0.028892761673084057,-0.009731516288274709,0.0004202645518999764,-0.027025674292964597,0.015009243091452443,-0.0029786586092259565,-0.0028887858357471872,0.009245678768717795,-0.031063317577006633,-0.0026855967528355805,0.048813021160109986,-0.01853489137803834,0.004604714282875534,-0.004090740794720037,-0.12705890142472914,0.012705784277295844,0.006631635557425956,-0.016803941211628974,0.10135248441167136,0.010531391762715225,0.02167913920079736,0.00024951550504750237,-0.007520043936994092,-0.02995548066529453,-0.008469063645559435,-0.021401297168971052,-0.015616377853053214,-0.021487378874394288
2022-02-12,-0.0020913612387726765,0.001680749015646861,0.0019597160146273963,-0.002847632123663589,0.0021594677487840656,0.0,-0.005033978073584947,0.01343433316630279,-0.02846517280158987,-0.011789225047702391,-0.005172837014197007,0.00400697423096368,-0.005528887931760938,0.012225082607350654,-0.001425419473591275,0.0014747790329052166,0.0188647068635252,0.0027788356865701856,0.0007196705682510595,0.009687998047994216,-0.009529872201554223,-0.009335241048654293,-0.010501849753201573,-0.0048204925494252015,-0.016120616051222315,0.00023703218859752839,0.0131970475272206,-0.014245363268237924,0.0007251369294884342,-0.00014488320323685882,0.099537144835525,-0.015328320239908025,0.0,-0.01227578838228832,0.008995605291924858,-0.001668188188721107,-0.034092427380370244,-0.022439066599115164,-0.01031879872778144,-0.015943970146422518,0.01031235312875988,-0.012158045269789022,-0.021260965449739936,-0.002663096930032814
2022-02-19,-0.0027343497943919473,-0.005238802230082834,0.024895655780720272,-0.016774908668144167,0.012433218103387949,-0.028522783962010977,-0.008803437753229528,0.009958596754251285,0.01054035509105877,-0.036557628000201896,-0.0012580262515131443,-0.022921340876696294,-0.0014601628389844135,0.004243823578731982,-0.005435261385315659,-0.003444446462956418,-0.003223301732594068,0.008648312506201333,-0.0032420657929133068,-0.011274059741102531,0.015076179730380697,-0.0016182110992395554,-0.03807137580449111,0.011493387932094902,0.012396701876998265,-0.0007104574452589329,0.012578727236935145,0.008073703634657677,0.006983730596676004,-0.009887302196946555,0.02625830361885362,0.01624066920954326,0.004654772591895094,0.020184921730589223,-0.021552557676916606,0.005707368401981452,0.012122945683647171,-0.0030643637629465805,0.008001315908141836,0.012451495299371623,-0.0015795166404458905,0.02032964067821799,0.02662061882796602,-0.021393972049845545
2022-02-26,0.006640513835392372,0.013970875519529673,0.060441840232093334,0.05409263063326432,0.14048412974115618,-0.05938474557584894,-0.07813541067459162,0.02245450519361017,0.010170889714225908,-0.15000371444517777,-0.038006777360164175,-0.13814020930492554,-0.08568395501501806,0.036529683765834965,-0.03038651903302893,0.006509864828855812,0.0395909335964055,-0.012879734371913337,0.019119386720514536,-0.06076627970319655,-0.01914513022360892,0.0012948355567004677,-0.0662608631700298,-0.01761463162050256,-0.0248007352631512,0.0015387710304209036,0.05387922488820753,-0.012828858377845219,0.02246385804142434,0.024323693975930746,0.09174103710315558,0.18863385415401998,0.019924001321392822,0.010987501471481826,0.13244147013677443,-0.015292737242473466,0.08818418434613769,-0.049007597180669944,0.012630541418567847,-0.03025532199476708,-0.0005272823819098005,0.04781725999929711,0.011918255122038576,-0.026396498328593348
2022-03-05,-0.015823410236349828,-0.018773410916669418,-0.03615124121925935,0.0,-0.03926513049047985,-0.047032414905475085,-0.005520144005333797,-0.015870143843445688,-0.0005190369666355519,0.031181154383985096,-0.044109907965930284,0.018001674224797874,0.002861363705534408,-0.027196609121671496,-0.0024675348920173493,-0.02078254291876481,0.007647100226748283,-0.016022862254983054,-0.020928082373184977,0.014116813926431115,-0.009762687043254519,-0.02633006324545271,-0.12198334889270981,-0.017397483617490914,-0.03899558427839194,-0.004090543437283621,0.009682308789935106,-0.02839770346974323,0.0068732811397912595,-0.037424054377942675,-0.03223245453457838,-0.03927102271987688,0.0056743225758086316,-0.01503059762076902,0.005329262221268117,-0.0146750387812265,0.021305351802670975,-0.022545777813723376,-0.024707513197056878,-0.03873755676810054,-0.06016325532621078,-0.006509925444064735,-0.02738626077563948,-0.028850606907705786
2022-03-12,-0.002863995270426199,-0.003589765926473661,0.022804276834322356,-0.009661937806480145,-0.011619025670145722,0.06348098046119005,0.07193099287164786,0.05233881202752234,0.0321865735260633,0.07914969753430492,0.06176947966900404,0.07949836226540379,0.056770215280568005,0.03764065390647828,0.013251997294083257,-0.01612936642298425,-0.03178177585157719,0.019577485979263117,-0.01356852167351558,0.061281175055787326,0.052190234633381856,0.013471812902593418,0.11456448486910494,0.049139624391414935,0.0802040393030337,-0.003809069811508242,-0.03625905233002526,0.056573550829746036,-0.013948766071371506,-0.01095591069106845,0.02528793350711915,-0.023306167782895012,-0.009856057425723881,0.025992736687456122,-0.052212877239944444,0.050621306430420614,-0.039413355986881914,0.06899268500438985,0.048819019335331774,0.07364694179879432,0.03777126015871153,0.005380809689771296,0.060560741583223526,0.08703139124133728
